Coupon	YTM	CurrentYield	RatingNum
7.4200	4.6880	7.0984	6
5.9800	3.8650	5.1663	8
2.7900	2.5870	2.6395	11
9.5700	6.8060	8.9114	6
10.4000	6.7860	9.8737	6
7.3400	5.2530	7.5803	7
2.9700	2.5690	2.8219	10
2.8600	2.5860	2.6306	11
6.4600	3.6330	4.6683	10
4.6800	3.3500	3.9114	11
4.9100	4.0290	5.2944	9
8.0400	4.1610	5.7245	9
4.1700	3.0810	3.7639	8
2.8900	2.3600	2.6668	9
2.3000	2.2060	2.2352	9
2.7600	2.7000	2.7230	8
5.8200	5.0520	5.5297	9
7.5900	5.0640	8.0522	8
6.2400	5.0660	5.6420	8
6.9100	4.4340	6.3019	7
4.7700	4.4940	5.4180	9
8.8600	5.0790	8.1247	6
4.3300	3.2760	3.6839	10
5.3200	3.8670	4.9364	8
7.6600	4.3290	6.2246	8
4.7500	3.3760	4.2517	10
6.0600	4.4460	5.8556	7
6.8900	4.1090	5.6098	8
6.4800	3.6010	4.6615	9
5.6900	3.6550	4.6245	10
5.5300	4.3470	5.4682	9
0.8400	0.6760	0.8145	11
6.9400	4.3450	5.6272	9
5.1600	3.4800	4.6022	9
4.6500	4.1240	4.2327	11
6.1100	3.6750	4.7982	10
7.6700	4.9040	7.7600	6
4.4200	3.2740	3.8120	10
4.3200	3.0820	3.7911	11
5.0400	3.6480	4.0982	11
5.1900	3.8230	5.0847	9
7.1700	4.4860	6.2051	8
6.1200	4.1290	5.7244	10
6.0300	3.9020	4.4730	11
5.4800	4.6000	6.1809	5
8.0800	6.0720	6.1069	8
1.6000	1.5590	1.5627	10
9.7600	5.3890	8.7432	7
6.5600	3.9720	5.9270	9
9.9700	5.4600	9.3151	6
5.4100	3.9130	5.1681	8
6.8500	4.8290	6.5238	9
5.5900	3.3480	4.1589	11
5.6900	5.4050	5.6004	7
5.2800	3.8110	5.0406	8
7.0700	4.8240	7.5591	6
5.3300	3.7510	5.1142	9
5.7500	4.8460	5.3468	9
13.1800	8.3910	21.0107	5
6.6200	5.1920	5.8065	8
6.7300	3.9890	5.3553	10
7.2700	6.0750	7.3980	7
4.9600	4.4170	4.7292	8
6.9900	5.2380	7.1073	7
4.5600	4.0380	4.0682	11
6.9600	5.1910	5.6197	9
3.2800	2.7180	3.1758	11
4.0500	3.3090	3.6691	10
4.4600	3.5900	4.1819	11
6.0700	4.7600	6.9514	6
4.2000	3.1530	3.8635	11
9.3000	3.7380	10.8785	5
5.8300	3.8770	5.2058	8
4.5500	3.3410	4.1255	9
5.0400	3.2730	3.9858	11
11.2600	5.8560	11.3841	6
5.9600	4.0910	5.6611	10
4.9600	3.5370	4.1223	11
5.3800	6.7140	7.5935	6
6.8400	4.4630	5.8773	8
10.7600	6.9380	16.5538	5
6.7900	5.3400	6.8420	6
7.3500	4.2450	5.8176	9
5.4600	4.0790	4.9318	10
4.7100	3.8550	4.1483	11
5.6300	5.7960	6.7288	8
5.1700	3.5740	4.2370	9
11.6200	6.5730	11.4404	6
5.3600	4.2230	4.7594	11
6.9400	3.6050	4.6387	9
8.0300	5.1000	7.7063	8
6.1600	3.8190	5.0102	8
6.5400	4.6890	7.1766	8
3.6200	3.4920	3.9750	9
5.2100	3.6890	3.9656	11
8.5500	4.8320	7.3265	7
7.2000	4.3400	5.1903	9
7.0300	4.0640	5.2349	8
6.5700	5.3990	6.1719	7
2.4100	2.0930	2.2317	11
1.6600	1.5230	1.5935	11
4.9700	3.6440	4.7096	9
4.3900	3.9170	4.3465	10
5.7400	6.8800	7.0447	8
6.3200	3.8770	5.1550	8
5.3300	3.4550	4.3295	11
7.0400	4.9260	6.5415	7
6.7200	5.0050	6.0914	8
7.1600	4.8140	7.5045	6
8	4.3520	6.2780	8
4.9200	3.8260	4.5221	10
3.2500	2.6350	2.9830	11
5.7100	4.5310	5.6839	9
4.3200	3.7500	4.0628	11
7.8400	5.6480	7.2923	6
7.3600	4.9350	6.6342	7
3.1500	2.6050	2.9445	10
7.3900	4.0340	5.4802	9
5.7100	3.9690	5.2448	9
7.3600	4.3470	6.0867	7
6.8100	5.7190	8.5779	6
7.3700	4.3660	6.2943	8
4.5400	3.6600	4.1239	8
5.5200	3.9550	4.2374	10
1.9100	1.7170	1.8229	11
5.2100	3.0150	4.7563	11
4.2000	3.6980	3.7577	9
7.9500	4.9090	7.8287	6
6.1200	4.3420	5.7309	9
8.8400	5.1380	8.5535	8
7.0400	4.1210	5.1613	9
7.5300	5.4600	6.1125	8
9.5900	11.4940	12.1285	6
4.9100	3.6840	4.7973	9
0.9000	0.8390	0.8803	11
7.3300	4.6100	6.3250	9
2.9600	2.6250	2.7718	11
7.3200	5.1980	7.4496	7
7.2400	3.7990	4.7748	10
2.6900	2.3560	2.5242	10
7.4700	5.4600	7.3822	6
9.6500	8.0600	8.6976	6
1.8500	1.7020	1.7581	10
7.0300	5.1610	6.1813	9
3.6700	3.1820	3.9226	9
4.8000	3.2800	4.4469	9
6.7900	5.0840	6.3087	8
1.5700	0.7410	1.5221	11
4.5900	3.3950	4.2246	10
1.8400	1.8030	1.8039	11
6.5400	5.4280	5.4550	9
8.4300	6.7410	8.2244	7
5.0600	3.7090	4.3218	11
0.8400	0.7990	0.8216	11
4.5900	2.6080	4.2273	11
2.2300	2.1620	2.1999	10
4.1000	3.3390	3.7453	8
7.8400	5.0400	7.7670	7
5.7400	3.7230	4.8102	9
7.6800	5.0440	7.9396	5
7.5300	7.3990	9.9367	6
8.9100	4.3550	6.2746	11
2.8900	2.5230	2.6944	10
0.6400	0.6130	0.6305	11
4.7400	3.6710	4.6718	8
5.3200	4.1180	4.8825	9
6	4.0430	4.9096	8
2.3500	2.2190	2.2307	11
6.5400	4.6020	5.8492	9
6.4300	5.8950	6.0043	7
3.9200	3.1890	3.7383	11
4.7600	3.8660	4.4712	8
2.0100	1.8060	1.9338	9
5.0400	3.6040	4.6315	10
7.0200	5.2580	7.1089	5
1.1100	0.9800	1.0705	11
5.8400	4.4360	5.5971	10
5.0100	4.2830	4.4325	9
5.4600	4.2110	5.0041	10
5.2700	4.4260	4.7125	10
3.2100	2.7570	3.0830	9
1.7000	1.6490	1.6626	9
3.2200	2.7710	2.9388	9
4.9000	3.1010	3.7779	11
4.7100	4.2590	4.6118	8
7.5400	4.9910	6.8620	8
5.0800	3.6380	4.6274	8
1.3500	0.6600	1.3043	11
7.7400	4.6130	6.9138	7
6.1900	5.1070	5.3556	9
6.5100	5.0670	8.2919	6
6.2500	4.1110	5.2402	8
7.1700	7.6180	13.3321	5
9.4900	6.7100	8.4491	7
5.4800	4.3640	5.2151	8
1.4200	1.0800	1.3854	10
1.9500	1.7420	1.8712	9
8.8800	6.9380	9.0529	6
7.2200	6.8850	8.9969	7
2.1000	1.9230	2.0355	10
4.6800	3.5570	4.1943	9
6.3400	4.2980	6.0186	10
6.5700	3.8910	5.0383	8
5.8000	4.6690	6.5500	6
1.3400	1.2940	1.3245	11
11.3500	5.6780	10.2455	6
6.4200	3.7860	4.7265	9
7.9100	5.7610	7.1351	7
1.0900	1.0510	1.0649	11
1.5500	1.4060	1.4751	11
5.6700	1.6880	5.4368	7
3.9100	3.4430	3.7976	11
2.2800	1.8850	2.1374	10
5.0500	3.5550	4.2111	11
8.3600	5.4380	6.0628	9
6.9700	4.8140	7.2954	6
3.0900	2.6470	3.0458	10
6.3200	4.0110	5.4534	8
4.9400	3.8310	4.0652	11
6.1900	3.5990	4.6587	11
2.5200	2.2600	2.5150	10
4.9900	3.3970	4.3267	11
7.7400	5.2750	7.8899	8
5.4700	3.6540	4.7351	9
7.7100	4.5650	7.5139	6
2.0300	1.9070	2.0067	10
4.3900	3.4180	4.0249	10
6.3300	3.7770	4.9953	9
11.4100	8.1190	11.0841	6
8.7000	5.0980	8.4229	8
6.2200	4.5370	6.1940	9
7.1200	5.1140	8.0726	7
7.1900	4.8830	7.0921	6
11.0700	6.2770	10.8711	6
6.0400	4.6790	6.9013	6
3.2700	2.8170	3.1146	8
6.4300	4.4840	5.9007	7
7	5.0480	7.6145	8
5.3700	4.1910	5.1990	10
2.7000	2.4080	2.6507	9
1.9600	1.7380	1.8702	11
7.7300	4.9070	7.1574	7
8.2000	4.8730	6.3291	9
4.4700	3.3110	3.9684	11
8.1700	4.8180	7.5466	8
7.5600	5.4020	6.9085	7
7.6900	5.9120	9.3099	7
2.6100	2.2740	2.3969	11
5.6500	4.0950	5.0227	9
5.8000	4.8500	5.2627	10
7.2500	5.0130	6.4761	7
5.6700	3.9610	4.4197	9
5.3500	4.4960	4.6950	11
5.3800	4.6470	5.1351	8
4.5800	3.9140	4.7441	9
4.4400	3.4110	3.9717	9
5.2000	3.7250	4.3398	11
3.8900	3.2490	3.7379	9
5.7800	2.9560	5.2960	8
6.5000	4.8820	5.5799	8
7.9200	4.7490	7.1236	6
5.8800	3.8550	4.9826	9
6.3900	4.3290	5.7048	9
5.3000	3.7190	4.8508	8
5.7000	3.6740	4.7508	9
7.1600	4.4480	6.5138	7
3.5800	2.5690	3.2838	10
4.3800	3.3210	4.0919	11
6.9100	4.3580	6.2455	7
9.4100	7.3320	10.7053	5
5.7100	3.4310	4.1413	10
5.3900	4.8580	5.3093	9
3.4000	2.8130	3.1910	9
7.1900	4.1530	5.6251	9
1.4600	1.3880	1.4171	9
5.5000	4.1480	5.6515	8
5.8900	4.0720	5.2712	9
1.5100	1.4400	1.4787	11
5.2000	4.1010	5.0742	6
5.8700	4.5360	5.0244	9
1.7500	1.6620	1.7108	11
3.4800	2.6840	3.1049	11
6.9000	4.0260	5.5112	8
6.3800	4.5410	5.1171	9
5.9200	4.1140	5.6602	9
5.0800	4.4730	4.7610	9
8.9600	6.2950	8.7261	6
6.9400	6.6900	8.3223	5
2.0900	1.8750	2.0238	11
5.0500	3.7450	4.9062	9
5.1300	3.9660	4.5326	11
4.5800	3.2510	3.8462	11
1.1300	0.9480	1.0952	11
5.3300	4.3740	5.0888	9
12.9100	6.2280	10.9056	7
6.7300	5.4220	6.6899	9
8.6600	6.0520	11.6570	6
2.0700	1.8180	1.9788	11
6.3500	5.2620	7.7382	8
5.7600	3.3960	4.2204	9
5.9800	4.4050	6.2500	8
1.0200	0.9760	0.9996	11
0.4500	0.3970	0.4455	11
8.5300	4.7810	6.2272	11
8.1100	4.6020	6.5099	9
4.5300	3.0690	3.7180	11
7.0400	4.5830	6.8763	9
4.3400	4.1330	4.2809	8
3.9100	2.9050	3.3950	11
6.5200	4.3380	6.1394	7
6.1700	4.1840	4.8964	8
6.1100	4.2180	5.8102	9
6.3000	4.2260	6	7
1.9600	1.8730	1.9111	11
6.8800	3.6180	4.6768	9
6.1100	5.1350	6.8899	9
1.8500	1.7270	1.8066	9
4.6600	1.8050	4.4175	9
3.9500	3.1800	3.8741	8
4.7100	2.8260	4.3085	11
5.8100	4.5460	5.2613	8
5.9600	5.0120	5.8328	10
8.0900	5.5130	7.7150	6
8.4600	5.1650	8.6406	5
3.1200	2.4990	2.8392	10
8.0400	5.4980	8.0755	6
7.9400	4.5880	5.8697	10
3.1900	2.5930	2.9984	8
4.7900	3.3720	4.3138	8
12.0800	7.7150	9.7286	7
6.9300	3.2840	6.3918	7
4.8200	2.2510	4.4322	8
7.3000	6.1200	6.6219	8
6.0800	3.9660	5.3263	10
5.4000	3.6850	4.4518	9
9.7900	7.7670	8.9016	8
8.7300	5.2050	6.7827	8
4.8800	3.8650	4.0036	11
6.0500	3.9210	5.3000	8
1.0800	0.8190	1.0604	10
5.5300	4.1530	5.2692	10
6.0200	5.6240	6.7732	9
7.0100	4.7520	6.9010	9
7.7600	5.1230	7.1383	8
5.4900	3.8530	4.9517	8
5.0900	4.4400	4.9117	9
5.7900	3.9500	5.2651	8
6.3300	4.2670	4.6107	9
3	2.4800	2.7946	10
4.0600	3.2420	3.4997	9
7.4800	6.1350	9.0491	6
7.8500	4.2330	6.0066	8
10.2800	6.9400	15.6374	6
2.6700	2.3920	2.4793	10
5.0400	3.5250	4.2109	9
7.6400	4.2430	5.1733	9
4.8300	3.4830	4.4951	10
8.6700	4.2220	5.8048	9
6.1100	3.9940	5.4253	8
1.0500	1.0020	1.0190	11
4.5100	3.5090	4.1517	9
8.2700	4.7070	7.2183	8
3.4900	3.3620	3.3979	10
9.2200	8.8010	10.9074	5
3.0600	2.5930	2.8716	9
5.5500	3.8830	5.2245	8
7.3300	9.1770	14.9014	5
5.1200	3.3610	4.2234	11
5.0500	3.6440	4.2185	10
6.2900	4.2700	6.0932	8
6.7300	4.9990	5.0900	11
4.7900	1.2680	4.3728	11
6.2000	4.3420	5.6231	9
6.8400	4.4930	5.7527	8
9.3900	5.3490	7.2181	8
6.9400	4.0440	5.3983	9
3.5100	2.8800	3.2078	11
5.6800	3.9440	5.0846	9
8.0100	5.3260	6.6275	8
3.5700	3.4500	3.8060	9
4.6300	3.4680	4.2341	8
5.0800	3.4350	3.9731	11
7.4500	5.1410	6.8024	6
1.1100	1.0780	1.0852	10
6.8400	3.7400	4.7550	9
5.2700	3.6930	4.9042	8
7.2700	5.5170	9.7297	6
2.5700	2.2750	2.5049	11
8.2600	5.0500	8.2683	7
5.4400	3.5540	4.5607	10
7.7700	4.1880	5.7496	8
8.5500	5.6690	8.2426	6
6.4800	4.3610	6.3121	7
4.4600	3.4630	4.2436	9
8.0400	3.8720	4.9571	10
5.2300	3.3840	4.1360	11
1.6500	1.5030	1.5811	11
2.5700	2.2010	2.3763	11
5.1400	3.9010	4.2865	11
6.8700	4.7490	7.3070	6
5.4700	3.6310	4.6581	9
5.3300	2.3540	4.8801	9
5.2200	3.3350	4.1783	11
4.6700	3.4310	3.8582	11
5.2400	5.1110	5.9811	9
4.5000	3.5580	4.1509	11
6.9200	5.5680	7.5373	6
6.3900	4.2960	5.2459	9
6.1900	4.0570	5.2591	8
2.8500	2.1900	2.6678	11
8.2000	5.7460	8.1812	7
7.1900	4.6670	6.1988	8
4.3600	3.0800	3.6796	10
6.4400	4.2780	6.1008	7
4.9700	3.4680	4.4450	11
5.6600	3.6590	4.6707	9
12.4200	6.8390	12.9618	6
6.4000	4.9570	6.9003	9
8.6700	7.8530	9.2827	6
5.1600	3.6470	4.7553	9
5.2200	3.5590	4.3002	9
6.8100	5.4750	7.4769	6
5.9800	4.2300	5.7401	10
5.8800	3.8830	5.3537	8
1.7700	1.6980	1.7218	8
8.0700	6.7500	7.2657	7
8.9400	4.9820	7.9375	8
5.1900	4.4540	4.4966	9
6.8400	3.3210	6.3770	9
8.6700	5.4710	8.4314	6
5.5600	3.6950	4.6845	8
6.5900	6.8960	7.2513	6
8.3100	5.0120	7.3527	7
4.6600	3.2420	4.0667	10
7.2600	4.4280	5.4685	8
4.1000	3.5990	3.8763	11
6.8000	6.5750	8.0208	5
5.0800	3.7370	4.6444	10
9.5400	6.1180	10.1901	7
4.8100	3.4720	4.2271	10
6.3800	4.3120	6.1358	8
3.1800	2.5970	2.9268	10
6.0300	5.6130	8.2693	6
6.1200	4.8750	5.6777	9
5.6000	5.4790	5.7702	10
2.8700	2.6370	2.7127	9
6.3500	3.9460	5.6869	10
5.3300	4.4530	5.1632	10
0.8300	0.8070	0.8202	10
5.8800	5.2040	6.7914	6
6.0100	4.5710	5.7216	10
5.1800	3.6600	4.7371	11
6.4100	3.8090	4.5740	10
5.1700	3.9190	4.9952	8
6.1700	4.5650	6.8373	8
7.7600	5.0950	7.1265	8
6.6400	4.3030	5.8792	8
7.6700	4.7380	7.3117	7
2.6800	2.4710	2.7992	10
6.7600	4.5160	5.1627	9
6.9500	4.6980	6.6846	8
5.3600	3.9200	4.4221	9
5.9900	6.6380	7.2527	8
4.2700	3.0310	3.6586	10
6.5400	7.3630	7.8729	8
8.0800	5.2710	8.0663	6
2.8900	2.6000	2.8634	11
5.7800	3.7970	4.8328	8
5.7300	3.9310	5.1945	9
8.7900	3.7250	9.2206	6
5.2500	4.1100	5.0466	9
3.1100	2.7590	2.9142	10
5.1800	3.6230	5.1624	6
8.7100	7.2110	7.9791	6
4.1200	3.4560	3.4924	11
5.0700	2.4760	4.5941	9
7.1000	5.1410	6.8454	7
3.7100	3.1770	3.5219	11
6.2900	6.0840	6.6385	9
1.5500	1.5100	1.5218	11
4.1800	3.0860	3.6122	11
6.7200	4.4730	6.5689	8
5.5700	5.8110	6.7491	8
6.3400	5.1780	6.5994	9
5.6500	3.9170	5.0673	10
5.6800	3.9620	5.0261	8
7.3500	4.2370	5.8389	9
4.6400	3.6000	4.3167	9
5.6200	7.0180	8.2453	4
6.0400	3.8040	4.4864	11
6.5900	5.3170	6.5177	8
8.5700	4.9990	6.3238	8
6.3900	4.3770	6.2912	9
2.8700	2.3610	2.6374	11
7.7500	4.9080	5.2642	8
5.2300	4.7620	5.0915	10
5.5900	3.5560	4.5514	11
4.3500	3.6210	3.7575	11
8.6600	4.8630	6.0589	9
7.6000	5.1180	7.5054	7
7.9600	5.5630	7.1435	6
3.1800	2.6010	3.1813	9
6.7000	4.4740	6.3652	7
4.3400	3.0880	3.6501	11
12.2900	6.8110	13.0954	7
1.7800	1.6270	1.7310	11
4.9900	3.5710	4.2407	11
6.0500	4.0070	5.4037	10
5.7400	3.9530	5.0201	8
7.5000	5.1400	7.9576	6
2.2900	2.0840	2.2040	11
6.4500	6.1190	7.6804	8
5.0500	3.3040	4.1235	11
6.7400	4.6750	5.6129	9
5.1700	3.8640	4.7375	9
7.4800	6.4760	7.9693	6
8.6900	4.4540	6.5133	8
5.8600	4.6170	4.9800	8
11.2600	9.1610	11.9305	6
6.2500	4.6400	6.9879	6
5.4400	3.4850	4.4170	11
11.2800	7.9660	10.7736	6
2.0400	1.7060	1.9617	9
6.4000	4.3120	6.1562	6
6.0700	4.3610	5.8142	10
7.3800	4.7450	6.4760	8
8.9300	8.0230	9.1393	6
5.7100	4.0260	5.3414	8
5.7300	3.6230	4.6814	9
7.5600	4.4010	6.0963	8
6.7700	4.6570	5.0609	9
8.8800	7.8760	8.1118	6
7.3200	4.7880	6.9522	7
5.9800	5.6220	5.6511	9
1.6400	1.5940	1.6249	11
6.0800	4.0630	5.6918	9
5.0800	3.6720	4.7852	8
4.4000	2.3650	3.9888	11
8.9200	5.4250	7.8549	8
7.0100	4.6600	7.0177	7
4.8700	3.3630	4.1062	11
3.9400	2.9390	3.4350	11
5.9700	3.8180	4.7844	9
5.9800	4.1060	5.7083	10
3.3100	2.7160	3.1449	10
1.1000	1.0280	1.0817	11
8.2000	4.8320	7.5604	6
7.9000	4.9430	5.9627	9
9.9500	6.4280	15.0189	5
3.6200	3.0750	3.2278	11
2.4200	2.1150	2.2422	10
1.4000	1.3580	1.3685	11
5.0500	3.3640	4.2185	11
9.2400	6.0190	8.7533	6
6.6900	5.0730	6.2923	7
2.4300	2.0950	2.3097	11
9.5800	6.1170	6.4399	8
6.5700	5.2080	6.5641	9
7.7300	5.0660	5.5226	8
8.5100	5.2580	8.7795	8
5.9300	6.2610	6.4795	9
6.5400	3.6000	4.6337	9
7.8700	6.1340	7.5644	6
6.0800	4.0270	4.9367	11
5.2400	3.4910	4.1361	11
4.4600	3.2630	3.8409	9
7.7200	5.9380	5.9720	8
3.8200	3.0090	3.4365	10
6.2700	4.3770	6.1713	7
2.8400	2.5510	2.7947	8
7.6800	4.8170	7.4810	8
4.9400	3.9430	4.4237	11
7.5300	5.3140	6.6070	8
10.0500	7.3320	9.5234	6
5.2800	3.4640	4.1389	11
9.6600	5.0220	7.0832	8
8.2400	8.3930	20.9403	4
8.0600	5.5200	6.1720	9
6.6600	6.3390	7.1953	6
6.5100	3.8870	5.2009	8
6.5300	4.7760	5.5008	8
5.7100	4.8590	5.4967	7
7.2300	4.2780	6.1365	8
5.4600	3.4850	4.4448	9
7.8400	5.1580	5.5235	9
9.2200	5.3800	7.1180	9
5.9900	4.4390	5.0172	8
5.2900	4.3780	5.9734	9
6.1500	5.1290	6.9499	6
4.1500	3.2610	3.7397	9
5.7200	4.0310	5.0299	11
5.2300	3.9310	5.3313	7
4.6900	3.4460	4.1879	9
5.7600	3.9550	4.7726	8
7.3300	4.3060	5.4989	9
2.3100	2.0340	2.2182	11
4.9100	3.8970	4.9302	9
6.9700	5.7180	6.3479	7
6.4200	5.2230	6.3957	9
6.6600	4.9260	6.7252	8
6.1700	5.9430	7.3839	7
2.0900	1.8360	1.9888	11
2.1900	2.0190	2.1330	11
6.5100	4.8640	6.5263	9
5.4100	1.2080	4.9420	11
7	4.8720	7.6940	6
5.5700	4.5220	5.3635	8
5.9300	3.7150	4.8891	9
7.2800	5.4230	6.2527	8
5.0500	3.1230	4.6085	10
6.0500	4.2450	6.0068	9
1.2300	1.1390	1.1916	11
4.9300	3.7240	4.3087	8
5.9300	4.9910	6.7089	6
7.8300	6.3380	7.3068	7
4.5500	3.3220	3.8799	11
5.7900	3.6000	4.6327	9
3.7600	3.3610	3.5830	11
3.0400	1.4530	2.8766	11
4.9200	3.5190	4.0779	11
4.5900	3.4210	4.2583	9
6.4300	4.0760	5.2627	9
7.0400	5.3370	7.1255	7
3.9900	3.2530	3.7986	11
1.0800	0.9000	1.0532	11
7.4300	4.7110	6.6799	9
4.8700	3.9010	4.4108	8
7.0200	5.0580	5.6704	9
6.8800	4.3780	5.3140	8
2.6800	2.4070	2.4671	11
1.1200	1.0540	1.0945	11
6.4800	3.4360	4.2840	10
5.3100	3.9400	5.0218	8
5.5700	4.2190	4.6239	11
4.4100	3.3690	3.9580	11
6.0700	4.3190	5.8517	9
5.7900	4.0380	5.5582	8
4.2100	2.3250	3.9014	11
6.7800	5.9950	7.0150	6
5.1400	3.5630	4.6123	8
7.6600	4.9300	6.5241	8
7.7200	4.8830	7.7131	6
2.0300	1.8530	1.9741	11
8.5600	4.8700	7.6123	7
6.6700	4.5870	6.8990	6
8.1900	4.2100	5.7149	11
7.5800	5.4570	5.6788	9
5.3000	4.6940	5.1070	10
7.1800	5.1700	7.3846	6
5.1000	4.0570	4.3023	9
6.7800	6.1380	7.6412	6
5.3200	3.4740	4.8328	8
6.3000	4.7140	6.8845	9
4.6900	3.0340	4.3274	10
5.3900	3.4290	4.3089	8
12.1900	7.0180	13.1713	6
5.5400	4.2770	5.3449	10
6.5600	5.3600	9.3235	6
6.1300	4.5290	6.1472	9
5.0700	4.2460	4.3370	11
4.2600	3.5760	3.8815	8
4.7000	3.2770	4.1275	9
7.7200	5.2780	6.9362	7
5.4000	4.3160	6.1524	9
6.9500	4.8410	6.7805	8
7.7800	4.6570	6.8264	8
6.9900	4.7150	5.3576	8
6.3300	6.9820	7.1875	6
7.7800	5.7690	7.8849	6
2.4100	2.2130	2.2563	9
7.8600	7.0790	9.0428	7
1.4900	1.4090	1.4569	10
7.7700	4.7660	7.0985	8
9.9400	8.5140	9.6627	6
4.9400	4.1130	4.8346	9
7.3200	5.3560	6.4194	8
4.4200	3.5050	4.4823	9
6.4600	5.6830	6.3897	9
6.1300	3.5310	4.4715	11
6.0400	4.6790	5.4321	8
9.6700	6.7680	9.8392	5
7.2800	4.6130	6.5591	7
5.2900	3.6510	4.4853	10
6.1000	4.6700	6.8981	6
11.4700	6.9860	16.3740	5
10.9900	6.1110	10.3115	6
4.6300	3.7280	4.2626	11
8.5900	7.2820	7.7660	9
6.5500	4.4780	6.0391	7
4.3900	3.2350	3.9844	9
5.7300	4.4870	5.0171	8
6.8000	5.2110	5.8732	10
5.0100	3.5050	4.3759	10
5.7400	4.2180	4.8122	9
5.9100	3.8360	4.6175	9
6.0600	4.1510	5.5925	8
6.2500	4.2100	5.7345	8
7.3000	6.4620	6.6010	9
6.0600	7.3040	8.3632	6
5.8400	4.3970	4.9957	8
1.4700	1.3780	1.4091	11
3.5400	2.9570	3.3866	10
6.0800	5.9590	7.0879	8
7.3400	5.3010	7.9266	6
4.0600	2.8280	3.6892	10
10.6500	8.9040	9.8730	6
4.9400	4.5820	5.4173	8
6.8500	4.1420	5.9364	9
6.5900	2.3280	6.0265	9
6.7400	5.7470	5.7740	9
8.0800	4.9770	7.2662	7
6.0400	5.2100	5.2880	9
4.9300	3.6770	4.6396	10
1.3400	1.2720	1.3112	11
6.9300	6.6970	6.8825	6
7.9600	6.4960	7.6797	6
4.9600	3.2590	4.4258	9
5.3100	3.3790	4.2558	11
1.3600	1.3130	1.3312	11
6.7200	4.4920	4.9346	9
5.5300	3.7840	4.8607	10
7.0900	4.5030	7.3025	5
7.5600	5.7420	10.8902	6
5.2000	3.8600	4.6445	8
0.9500	0.9120	0.9264	11
5.8300	3.7040	4.7956	9
4.8100	3.3470	4.1696	9
3.8900	1.6660	3.6865	8
3.5200	3.0850	3.2395	9
5.8300	4.1640	5.8248	9
6.2200	4.1930	4.5574	9
6.0100	5.1130	7.6668	6
7.1000	4.6880	5.5813	9
5.7700	4.5650	6.8236	8
2.8300	2.5590	2.7235	10
0.9800	0.9290	0.9588	11
12.4200	6.1210	11.6281	6
5.9700	5.1620	7.1703	8
6.8900	4.2510	5.9981	8
4.7400	3.3400	4.0894	9
5.1800	5.9330	6.0184	6
6.2200	5.3990	6.4873	6
7.3400	5.0200	6.7581	7
5.8200	4.1890	5.8569	9
10.4400	6.0420	12.2034	6
6.7200	4.5440	5.9834	9
3.8100	3.1780	3.3380	9
4.6600	3.6940	4.1148	9
4.8700	3.5520	4.1257	11
5.7600	4.7170	5.3132	8
2.4200	2.1520	2.3393	11
6.4500	5.1680	8.6612	7
8.0300	7.8990	8.1366	6
6.1100	5.0030	5.0210	9
5.2100	4.3120	4.5234	11
6.2500	5.2570	5.9490	9
11.5400	6.6750	10.3646	6
4.5300	3.3900	4.2388	8
4.3100	3.1560	3.7508	10
5.3400	4.0530	4.8069	10
5.4500	3.7230	4.5664	10
5.4900	3.8980	5.2476	10
7.7400	5.0290	8.1149	6
1.5000	1.4510	1.4531	11
3.6100	3.1180	3.3732	10
6.6400	4.3230	5.7494	9
7.6000	4.3660	5.6201	8
5.3300	3.5160	4.5047	9
6.0900	4.0370	5.5384	8
3.8900	2.8950	3.4526	11
1.7200	1.6360	1.6951	11
2.8400	2.5650	2.7838	9
1.5500	1.4510	1.5286	11
5.5900	4.1700	5.1284	8
4.9800	1.0580	4.5318	9
3.0200	2.4440	2.7834	8
5.1400	3.5450	4.5215	9
5.3100	3.3760	4.2511	11
6.0900	4.9090	7.8117	8
2.1200	1.7330	1.9996	11
6.4800	5.4440	6.5587	8
7.2700	5.8580	7.4972	6
3.8200	2.8990	3.3802	11
5.3200	4.1850	4.5842	9
9.9500	5.3160	7.1470	7
6.5500	6.3020	6.6497	7
1.4400	1.3660	1.4002	11
4.0300	3.3130	3.9452	9
5.6500	4.0300	5.0276	10
8.1800	5.2450	8.6616	6
5.8500	4.1490	5.0228	8
8.4300	4.9560	7.9724	6
5.5500	4.1080	4.9580	10
5.4000	4.1220	5.6503	9
5.9200	4.0190	4.9125	11
5.6300	3.7290	4.9067	10
1.7700	0.7450	1.7011	11
4.8500	3.8300	4.1850	9
5.5900	6.3960	7.0545	8
5.4600	3.9150	4.8947	9
5.7400	4.7450	5.1346	9
5.4700	3.7380	4.7785	9
8.3700	5.0070	6.6784	9
5.9000	5.3140	7.2074	8
3.4100	3.1340	3.1452	9
5.4000	3.7860	4.4375	10
2.6800	2.4690	2.5143	11
6.2600	5.7320	6.6923	9
6.3500	5.3870	5.5805	10
3.0600	2.6860	2.7989	10
6.1200	5.4310	5.7829	10
5.8000	3.7810	4.4506	8
7.2100	4.2940	5.6363	9
7.8200	4.4690	5.6429	8
4.6600	3.4450	4.2218	11
5.1700	3.5030	4.2639	11
3.2400	2.8850	3	8
2.0400	1.8600	1.9604	9
2.4600	2.2050	2.4405	11
8.7400	7.1090	8.5586	6
7.0500	4.5440	6.6322	7
4.3000	3.0780	3.6655	9
4.9700	3.3760	4.4462	11
