fixedacidity	volatileacidity	citricacid	residualsugar	chlorides	freesulfurdioxide	totalsulfurdioxide	density	pH	sulphates	alcohol	quality	Color
5.8000	0.2800	0.6600	9.1000	0.0390	26	159	0.9965	3.6600	0.5500	10.8000	53	White
5.9000	0.4200	0.3600	2.4000	0.0340	19	77	0.9918	3.2500	0.4800	10.9000	53	White
5.8000	0.3400	0.2100	7.2000	0.0410	48	146	0.9944	3.1600	0.4900	9.8000	53	White
5	0.2400	0.1900	5	0.0430	17	101	0.9944	3.6700	0.5700	10	53	White
6	0.1400	0.3700	1.2000	0.0320	63	148	0.9919	3.3200	0.4400	11.2000	53	White
5.6000	0.3000	0.1000	6.4000	0.0430	34	142	0.9938	3.1400	0.4800	9.8000	53	White
7.3000	0.3500	0.6700	8.3000	0.0530	10	100	0.9959	3.1900	0.5000	10.9000	53	White
5.9000	0.3200	0.2600	1.5000	0.0570	17	141	0.9917	3.2400	0.3600	10.7000	53	White
6.7000	0.5000	0.3600	11.5000	0.0960	18	92	0.9964	3.1100	0.4900	9.6000	53	White
6.4000	0.3500	0.5100	7.8000	0.0550	53	177	0.9950	3.1200	0.4500	9.6000	53	White
6.6000	0.3200	0.3600	8	0.0470	57	168	0.9949	3.1500	0.4600	9.6000	53	White
5.6000	0.6150	0	1.6000	0.0890	16	59	0.9943	3.5800	0.5200	9.9000	52	Red
6.3000	0.3900	0.1600	1.4000	0.0800	11	23	0.9955	3.3400	0.5600	9.3000	52	Red
5.2000	0.3200	0.2500	1.8000	0.1030	13	50	0.9957	3.3800	0.5500	9.2000	52	Red
8.1000	0.6600	0.2200	2.2000	0.0690	9	23	0.9968	3.3000	1.2000	10.3000	52	Red
7.3000	1.0700	0.0900	1.7000	0.1780	10	89	0.9962	3.3000	0.5700	9	52	Red
5.8000	0.6800	0.0200	1.8000	0.0870	21	94	0.9944	3.5400	0.5200	10	52	Red
7.1000	0.6800	0	2.2000	0.0730	12	22	0.9969	3.4800	0.5000	9.3000	52	Red
6.9000	0.5000	0.0400	1.5000	0.0850	19	49	0.9958	3.3500	0.7800	9.5000	52	Red
8.8000	0.6100	0.1400	2.4000	0.0670	10	42	0.9969	3.1900	0.5900	9.5000	52	Red
6.8000	0.6100	0.2000	1.8000	0.0770	11	65	0.9971	3.5400	0.5800	9.3000	52	Red
7.7000	0.7050	0.1000	2.6000	0.0840	9	26	0.9976	3.3900	0.4900	9.7000	52	Red
7.6000	0.5500	0.2100	2.2000	0.0710	7	28	0.9964	3.2800	0.5500	9.7000	52	Red
8.2000	0.5700	0.2600	2.2000	0.0600	28	65	0.9959	3.3000	0.4300	10.1000	52	Red
8	0.5700	0.2300	3.2000	0.0730	17	119	0.9968	3.2600	0.5700	9.3000	52	Red
7.8000	0.6200	0.0500	2.3000	0.0790	6	18	0.9973	3.2900	0.6300	9.3000	52	Red
6.6000	0.7350	0.0200	7.9000	0.1220	68	124	0.9994	3.4700	0.5300	9.9000	52	Red
7	0.5800	0.1200	1.9000	0.0910	34	124	0.9956	3.4400	0.4800	10.5000	52	Red
7	0.6200	0.1800	1.5000	0.0620	7	50	0.9951	3.0800	0.6000	9.3000	52	Red
7	0.2300	0.4000	1.6000	0.0630	21	67	0.9952	3.5000	0.6300	11.1000	52	Red
10	0.2900	0.4000	2.9000	0.0980	10	26	1.0006	3.4800	0.9100	9.7000	52	Red
12.4000	0.4200	0.4900	4.6000	0.0730	19	43	0.9978	3.0200	0.6100	9.5000	52	Red
11.9000	0.3800	0.4900	2.7000	0.0980	12	42	1.0004	3.1600	0.6100	10.3000	52	Red
12.7000	0.6000	0.4900	2.8000	0.0750	5	19	0.9994	3.1400	0.5700	11.4000	52	Red
8.7000	0.8400	0	1.4000	0.0650	24	33	0.9954	3.2700	0.5500	9.7000	52	Red
10.7000	0.4300	0.3900	2.2000	0.1060	8	32	0.9986	2.8900	0.5000	9.6000	52	Red
8.2000	0.7300	0.2100	1.7000	0.0740	5	13	0.9968	3.2000	0.5200	9.5000	52	Red
7.1000	0.6500	0.1800	1.8000	0.0700	13	40	0.9970	3.4400	0.6000	9.1000	52	Red
8.1000	0.3800	0.4800	1.8000	0.1570	5	17	0.9976	3.3000	1.0500	9.4000	52	Red
8.9000	0.5650	0.3400	3	0.0930	16	112	0.9998	3.3800	0.6100	9.5000	52	Red
8.7000	0.6900	0	3.2000	0.0840	13	33	0.9992	3.3600	0.4500	9.4000	52	Red
8.4000	0.5600	0.0400	2	0.0820	10	22	0.9976	3.2200	0.4400	9.6000	52	Red
8.1000	0.8700	0	2.2000	0.0840	10	31	0.9966	3.2500	0.5000	9.8000	52	Red
7.9000	0.7200	0.0100	1.9000	0.0760	7	32	0.9967	3.3900	0.5400	9.6000	52	Red
8.3000	0.4300	0.3000	3.4000	0.0790	7	34	0.9979	3.3600	0.6100	10.5000	52	Red
8.8000	0.6400	0.1700	2.9000	0.0840	25	130	0.9982	3.2300	0.5400	9.6000	52	Red
8.8000	0.6850	0.2600	1.6000	0.0880	16	23	0.9969	3.3200	0.4700	9.4000	52	Red
6.4000	0.6300	0.2100	1.6000	0.0800	12	32	0.9969	3.5800	0.6600	9.8000	52	Red
7.2000	0.6200	0.0600	2.5000	0.0780	17	84	0.9975	3.5100	0.5300	9.7000	52	Red
6.6000	0.6100	0.0100	1.9000	0.0800	8	25	0.9975	3.6900	0.7300	10.5000	52	Red
8.4000	0.5900	0.2900	2.6000	0.1090	31	119	0.9980	3.1500	0.5000	9.1000	52	Red
7.6000	0.4200	0.2500	3.9000	0.1040	28	90	0.9978	3.1500	0.5700	9.1000	52	Red
9.4000	0.4000	0.4700	2.5000	0.0870	6	20	0.9977	3.1500	0.5000	10.5000	52	Red
5.6000	0.6600	0	2.5000	0.0660	7	15	0.9926	3.5200	0.5800	12.9000	52	Red
7.5000	0.4100	0.1500	3.7000	0.1040	29	94	0.9979	3.1400	0.5800	9.1000	52	Red
8.3000	0.6000	0.2500	2.2000	0.1180	9	38	0.9962	3.1500	0.5300	9.8000	52	Red
6.6000	0.8000	0.0300	7.8000	0.0790	6	12	0.9963	3.5200	0.5000	12.2000	52	Red
7.6000	0.4300	0.2900	2.1000	0.0750	19	66	0.9972	3.4000	0.6400	9.5000	52	Red
7.5000	0.5800	0.1400	2.2000	0.0770	27	60	0.9963	3.2800	0.5900	9.8000	52	Red
6.1000	0.6400	0.0200	2.4000	0.0690	26	46	0.9936	3.4700	0.4500	11	52	Red
7.5000	0.5900	0.2200	1.8000	0.0820	43	60	0.9950	3.1000	0.4200	9.2000	52	Red
8	1.1800	0.2100	1.9000	0.0830	14	41	0.9953	3.3400	0.4700	10.5000	52	Red
8.2000	0.8850	0.2000	1.4000	0.0860	7	31	0.9946	3.1100	0.4600	10	52	Red
8	0.6400	0.2200	2.4000	0.0940	5	33	0.9961	3.3700	0.5800	11	52	Red
7.6000	0.4100	0.3300	2.5000	0.0780	6	23	0.9957	3.3000	0.5800	11.2000	52	Red
7.4000	0.4100	0.2400	1.8000	0.0660	18	47	0.9956	3.3700	0.6200	10.4000	52	Red
6.7000	0.7000	0.0800	3.7500	0.0670	8	16	0.9933	3.4300	0.5200	12.6000	52	Red
7.8000	0.6000	0.2600	2	0.0800	31	131	0.9962	3.2100	0.5200	9.9000	52	Red
6.2000	0.5600	0.0900	1.7000	0.0530	24	32	0.9940	3.5400	0.6000	11.3000	52	Red
7	0.2300	0.3600	13	0.0510	72	177	0.9972	3.1600	0.4900	9.8000	52	White
6.4000	0.2900	0.4400	3.6000	0.1970	75	183	0.9942	3.0100	0.3800	9.1000	52	White
7	0.1600	0.3200	8.3000	0.0450	38	126	0.9958	3.2100	0.3400	9.2000	52	White
6.9000	0.4000	0.5600	11.2000	0.0430	40	142	0.9975	3.1400	0.4600	8.7000	52	White
6.8000	0.2400	0.3400	4.6000	0.0320	37	135	0.9927	3.2000	0.3900	10.6000	52	White
5.9000	0.2600	0.4000	1.3000	0.0470	12	139	0.9945	3.4500	0.5300	10.4000	52	White
6.8000	0.3700	0.5100	11.8000	0.0440	62	163	0.9976	3.1900	0.4400	8.8000	52	White
6.1000	0.3500	0.0700	1.4000	0.0690	22	108	0.9934	3.2300	0.5200	9.2000	52	White
7.1000	0.2700	0.3100	18.2000	0.0460	55	252	1	3.0700	0.5600	8.7000	52	White
6.8000	0.2600	0.2200	7.7000	0.0470	57	210	0.9959	3.1000	0.4700	9	52	White
5.8000	0.2800	0.2700	2.6000	0.0540	30	156	0.9914	3.5300	0.4200	12.4000	52	White
5.8000	0.2500	0.2400	13.3000	0.0440	41	137	0.9972	3.3400	0.4200	9.5000	52	White
7.2000	0.4600	0.6500	10.4000	0.0500	76	192	0.9976	3.1600	0.4200	8.7000	52	White
5.9000	0.2100	0.2400	12.1000	0.0440	53	165	0.9969	3.2500	0.3900	9.5000	52	White
6	0.2600	0.5000	2.2000	0.0480	59	153	0.9928	3.0800	0.6100	9.8000	52	White
7.4000	0.4100	0.6600	10.8000	0.0510	77	194	0.9976	3.0500	0.4600	8.7000	52	White
6.3000	0.2600	0.2500	7.8000	0.0580	44	166	0.9961	3.2400	0.4100	9	52	White
7.1000	0.2800	0.2600	1.9000	0.0490	12	86	0.9934	3.1500	0.3800	9.4000	52	White
8.1000	0.4600	0.3100	1.7000	0.0520	50	183	0.9923	3.0300	0.4200	11.2000	52	White
6	0.3600	0.1600	6.3000	0.0360	36	191	0.9942	3.1700	0.6200	9.8000	52	White
7.5000	0.3100	0.5100	14.8000	0.0390	62	204	0.9982	3.0600	0.6000	9.5000	52	White
7	0.2700	0.4100	18.7500	0.0420	34	157	1.0002	2.9600	0.5000	9.1000	52	White
6.4000	0.3900	0.2100	1.2000	0.0410	35	136	0.9922	3.1500	0.4600	10.2000	52	White
6.4000	0.1600	0.3100	5.3000	0.0430	42	157	0.9946	3.3500	0.4700	10.5000	52	White
6.9000	0.3800	0.2500	9.8000	0.0400	28	191	0.9971	3.2800	0.6100	9.2000	52	White
6.9000	0.3800	0.2500	9.8000	0.0400	28	191	0.9971	3.2800	0.6100	9.2000	52	White
7.2000	0.2300	0.1900	13.7000	0.0520	47	197	0.9987	3.1200	0.5300	9	52	White
6.2000	0.3300	0.1900	5.6000	0.0420	22	143	0.9942	3.1500	0.6300	9.9000	52	White
6.4000	0.2600	0.4300	12.6000	0.0330	64	230	0.9974	3.0800	0.3800	8.9000	52	White
8.3000	0.2300	0.4300	3.2000	0.0350	14	101	0.9928	3.1500	0.3600	11.5000	52	White
6.1000	0.1600	0.2700	12.6000	0.0640	63	162	0.9994	3.6600	0.4300	8.9000	52	White
7.4000	0.1800	0.4000	1.6000	0.0470	22	102	0.9937	3.2800	0.4400	10.7000	52	White
7.2000	0.2400	0.3000	1.6000	0.0480	27	131	0.9933	3.2500	0.4500	10.5000	52	White
6.9000	0.3200	0.1700	7.6000	0.0420	69	219	0.9959	3.1300	0.4000	8.9000	52	White
10.3000	0.2500	0.4800	2.2000	0.0420	28	164	0.9980	3.1900	0.5900	9.7000	52	White
8.4000	0.5700	0.4400	10.7000	0.0510	46	195	0.9981	3.1500	0.5100	10.4000	52	White
7.6000	0.3100	0.2900	10.5000	0.0400	21	145	0.9966	3.0400	0.3500	9.4000	52	White
6.3000	0.2300	0.4900	7.1000	0.0500	67	210	0.9951	3.2300	0.3400	9.5000	52	White
7.2000	0.2600	0.7400	13.6000	0.0500	56	162	0.9980	3.0300	0.4400	8.8000	52	White
7.8000	0.2100	0.4900	1.3500	0.0520	6	48	0.9911	3.1500	0.2800	11.4000	52	White
7.5000	0.1900	0.4900	1.8000	0.0550	19	110	0.9946	3.3300	0.4400	9.9000	52	White
6.7000	0.3000	0.7400	5	0.0380	35	157	0.9945	3.2100	0.4600	9.9000	52	White
6.4000	0.1800	0.7400	11.9000	0.0460	54	168	0.9978	3.5800	0.6800	10.1000	52	White
8	0.2900	0.4900	11.7000	0.0350	40	131	0.9958	3.1400	0.3400	10.8000	52	White
8.9000	0.3200	0.4900	1.6000	0.0500	17	131	0.9956	3.1300	0.3400	9.4000	52	White
7.8000	0.4900	0.4900	7	0.0430	29	149	0.9952	3.2100	0.3300	10	52	White
7.1000	0.3000	0.4900	1.6000	0.0450	31	100	0.9942	3.4000	0.5900	10.2000	52	White
6.6000	0.3250	0.4900	7.7000	0.0490	53	217	0.9960	3.1600	0.4000	9.3000	52	White
6.6000	0.2600	0.3100	4.8000	0.1380	41	168	0.9951	3.2000	0.3800	9.3000	52	White
8	0.2700	0.2400	1.2000	0.0440	20	102	0.9929	3.2800	0.4200	10.9000	52	White
6.9000	0.2900	0.2300	8.6000	0.0560	56	215	0.9967	3.1700	0.4400	8.8000	52	White
9.4000	0.1600	0.3000	1.4000	0.0420	26	176	0.9954	3.1500	0.4600	9.1000	52	White
6.6000	0.3700	0.2400	2	0.0640	23	120	0.9946	3.3200	0.5400	9.4000	52	White
5.8000	0.3300	0.2000	16.0500	0.0470	26	166	0.9976	3.0900	0.4600	8.9000	52	White
6.8000	0.3500	0.4400	6.5000	0.0560	31	161	0.9952	3.1400	0.4400	9.5000	52	White
7.6000	0.1300	0.3400	9.3000	0.0620	40	126	0.9966	3.2100	0.3900	9.6000	52	White
8.7000	0.2400	0.3500	0.6000	0.0420	11	71	0.9926	3.0800	0.3800	10.6000	52	White
8.6000	0.4850	0.2900	4.1000	0.0260	19	101	0.9918	3.0100	0.3800	12.4000	52	White
5.7000	0.4600	0.4600	1.4000	0.0400	31	169	0.9932	3.1300	0.4700	8.8000	52	White
7.6000	0.1800	0.3600	2.4000	0.0490	38	123	0.9960	3.6000	0.4600	10.3000	52	White
6.6000	0.2700	0.2900	5.3000	0.0450	57	189	0.9953	3.3100	0.7900	9.8000	52	White
5.7000	0.3300	0.1500	1.9000	0.0500	20	93	0.9934	3.3800	0.6200	9.9000	52	White
6	0.2800	0.2200	12.1500	0.0480	42	163	0.9957	3.2000	0.4600	10.1000	52	White
6.8000	0.2800	0.3900	1.4000	0.0360	15	115	0.9918	3.2700	0.7200	11.7000	52	White
7.2000	0.1600	0.2600	7.1000	0.0540	41	224	0.9966	3.3800	0.5500	10.1000	52	White
7.7000	0.2800	0.3500	15.3000	0.0560	31	117	0.9998	3.2700	0.5000	9.6000	52	White
7.1000	0.3300	0.6400	13.2000	0.0560	12	105	0.9972	3.0500	0.3900	9.2000	52	White
6.3000	0.3000	0.2400	6.6000	0.0400	38	141	0.9950	3.2200	0.4700	9.5000	52	White
7.8000	0.3000	0.3700	1.3000	0.0510	16	96	0.9941	3.3200	0.6200	10	52	White
7.6000	0.4800	0.2800	10.4000	0.0490	57	205	0.9975	3.2400	0.4500	9.3000	52	White
7.4000	0.3300	0.2600	15.6000	0.0490	67	210	0.9991	3.0600	0.6800	9.5000	52	White
7.3000	0.8150	0.0900	11.4000	0.0440	45	204	0.9971	3.1500	0.4600	9	52	White
6.4000	0.2800	0.1700	8.3000	0.0420	61	195	0.9958	3.2200	0.4600	9.4000	52	White
6.9000	0.3400	0.3600	1.4000	0.0320	13	145	0.9921	3.0700	0.5200	9.8000	52	White
7.6000	0.2300	0.6400	12.9000	0.0330	54	170	0.9980	3	0.5300	8.8000	52	White
6.9000	0.2800	0.2200	10	0.0520	36	131	0.9970	3.0800	0.4600	9.6000	52	White
6.1500	0.2100	0.3700	3.2000	0.0210	20	80	0.9908	3.3900	0.4700	12	52	White
8.7000	0.3100	0.7300	14.3500	0.0440	27	191	1.0001	2.9600	0.8800	8.7000	52	White
7.6000	0.2300	0.4000	5.2000	0.0660	14	91	0.9949	3.1700	0.8000	9.7000	52	White
7	0.3400	0.3900	6.9000	0.0660	43	162	0.9956	3.1100	0.5300	9.5000	52	White
6.6000	0.2400	0.3800	8	0.0420	56	187	0.9958	3.2100	0.4600	9.2000	52	White
6.6000	0.3400	0.1800	6.4000	0.0820	47	240	0.9971	3.4200	0.4800	9.2000	52	White
7.3000	0.3200	0.3500	1.4000	0.0500	8	163	0.9924	3.2400	0.4200	10.7000	52	White
7	0.3100	0.3900	7.5000	0.0550	42	218	0.9965	3.3700	0.5400	10.3000	52	White
8.6000	0.1800	0.2800	0.8000	0.0320	25	78	0.9910	2.9900	0.3800	11.1000	52	White
6.4000	0.1600	0.3200	8.7500	0.0380	38	118	0.9945	3.1900	0.4100	10.7000	52	White
6	0.2800	0.2500	1.8000	0.0420	8	108	0.9929	3.0800	0.5500	9	52	White
6.7000	0.1400	0.4600	1.6000	0.0360	15	92	0.9926	3.3700	0.4900	10.9000	52	White
7.5000	0.3300	0.3800	8.7000	0.1260	49	199	0.9971	2.9800	0.5700	9.4000	52	White
6.2000	0.2500	0.5400	7	0.0460	58	176	0.9945	3.1900	0.7000	10.4000	52	White
6.2000	0.2500	0.3800	7.9000	0.0450	54	208	0.9957	3.1700	0.4600	9.1000	52	White
6.6000	0.3800	0.3600	9.2000	0.0610	42	214	0.9976	3.3100	0.5600	9.4000	52	White
6.7000	0.3000	0.4400	18.7500	0.0570	65	224	0.9996	3.1100	0.5300	9.1000	52	White
7.2000	0.3100	0.3500	7.2000	0.0460	45	178	0.9955	3.1400	0.5300	9.7000	52	White
6.4000	0.2800	0.4400	7.1000	0.0480	49	179	0.9953	3.1500	0.4800	9.2000	52	White
7.7000	0.3200	0.6100	11.8000	0.0410	66	188	0.9979	3	0.5400	9.3000	52	White
6.5000	0.2700	0.2600	11	0.0300	2	82	0.9940	3.0700	0.3600	11.2000	52	White
6.6000	0.2600	0.2200	18.1500	0.0500	23	139	0.9990	3.0600	0.5000	9.2000	52	White
6.6000	0.2800	0.2300	10.4000	0.0490	45	190	0.9975	3.1200	0.5100	8.8000	52	White
7.5000	0.2800	0.4100	1.3000	0.0440	11	126	0.9929	3.2800	0.4500	10.3000	52	White
6.9000	0.4000	0.1700	12.9000	0.0330	59	186	0.9975	3.0800	0.4900	9.4000	52	White
6.9000	0.4000	0.1700	12.9000	0.0330	59	186	0.9975	3.0800	0.4900	9.4000	52	White
6.4000	0.2700	0.4500	8.3000	0.0500	52	196	0.9955	3.1800	0.4800	9.5000	52	White
6.6000	0.2700	0.5200	8.1000	0.0440	53	202	0.9955	3.1800	0.4800	9.5000	52	White
7.9000	0.2100	0.3900	2	0.0570	21	138	0.9918	3.0500	0.5200	10.9000	52	White
8.6000	0.2200	0.3300	1.2000	0.0310	38	95	0.9924	2.8300	0.3100	10.3000	52	White
6.5000	0.2200	0.3100	3.9000	0.0460	17	106	0.9910	3.1500	0.3100	11.5000	52	White
6.6000	0.3200	0.4700	15.6000	0.0630	27	173	0.9987	3.1800	0.5600	9	52	White
6.6000	0.3200	0.4700	15.6000	0.0630	27	173	0.9987	3.1800	0.5600	9	52	White
7.2000	0.4000	0.2400	8.5000	0.0550	45	151	0.9963	3.2000	0.5200	9.2000	52	White
6.2000	0.2400	0.2200	7.9000	0.0530	45	149	0.9954	3.2300	0.5200	9.3000	52	White
5.5000	0.2800	0.2100	1.6000	0.0320	23	85	0.9903	3.4200	0.4200	12.5000	52	White
6.2000	0.3000	0.3200	1.2000	0.0520	32	185	0.9927	3.2800	0.4400	10.1000	52	White
8	0.2500	0.3500	1.1000	0.0540	13	136	0.9937	3.0800	0.5500	9.5000	52	White
7	0.4400	0.2400	12.1000	0.0560	68	210	0.9972	3.0500	0.5000	9.5000	52	White
6.2000	0.3450	0.2700	10.1000	0.0560	38	187	0.9949	3.3100	0.5600	10.6000	52	White
6.4000	0.2900	0.1800	15	0.0400	21	116	0.9974	3.1400	0.5000	9.2000	52	White
7.2000	0.2200	0.3500	5.5000	0.0540	37	183	0.9947	3.0800	0.5000	10.3000	52	White
7.2000	0.2100	0.3600	15.7000	0.0450	68	183	0.9992	3.2500	0.7600	9.4000	52	White
6.4000	0.2300	0.2600	8.1000	0.0540	47	181	0.9954	3.1200	0.4900	9.4000	52	White
7.4000	0.3800	0.3400	8.3000	0.0520	44	168	0.9963	3.1100	0.5200	9.2000	52	White
6.5000	0.3150	0.2000	6.6000	0.0410	9	126	0.9949	2.9400	0.5100	8.8000	52	White
6.1000	0.3400	0.2100	5	0.0420	17	133	0.9937	3.0200	0.5300	9.4000	52	White
6.6000	0.2400	0.2200	12.3000	0.0510	35	146	0.9968	3.1000	0.6700	9.4000	52	White
6.7000	0.3400	0.3100	16.4000	0.0510	20	146	0.9983	3.0600	0.5400	9.1000	52	White
6.4000	0.2800	0.2300	6	0.0510	50	162	0.9940	3.1500	0.5200	10.2000	52	White
6.4000	0.6200	0.1200	4.7000	0.0600	33	196	0.9956	3.2200	0.4800	8.9000	52	White
4.9000	0.3350	0.1400	1.3000	0.0360	69	168	0.9921	3.4700	0.4600	10.4667	52	White
6.6000	0.3800	0.2900	2.4000	0.1360	15	93	0.9934	3.1800	0.6000	9.5000	52	White
6.4000	0.3300	0.4400	8.9000	0.0550	52	164	0.9949	3.1000	0.4800	9.6000	52	White
5.2000	0.2500	0.2300	1.4000	0.0470	20	77	0.9900	3.3200	0.6200	11.4000	52	White
6.5000	0.2300	0.3800	1.3000	0.0320	29	112	0.9930	3.2900	0.5400	9.7000	52	White
7.8000	0.8800	0	2.6000	0.0980	25	67	0.9968	3.2000	0.6800	9.8000	51	Red
8.9000	0.6200	0.1900	3.9000	0.1700	51	148	0.9986	3.1700	0.9300	9.2000	51	Red
7.6000	0.3900	0.3100	2.3000	0.0820	23	71	0.9982	3.5200	0.6500	9.7000	51	Red
6.8000	0.6700	0.0200	1.8000	0.0500	5	11	0.9962	3.4800	0.5200	9.5000	51	Red
8.7000	0.2900	0.5200	1.6000	0.1130	12	37	0.9969	3.2500	0.5800	9.5000	51	Red
7.7000	0.6900	0.4900	1.8000	0.1150	20	112	0.9968	3.2100	0.7100	9.3000	51	Red
7.7000	0.6700	0.2300	2.1000	0.0880	17	96	0.9962	3.3200	0.4800	9.5000	51	Red
9.3000	0.3900	0.4400	2.1000	0.1070	34	125	0.9978	3.1400	1.2200	9.5000	51	Red
8.1000	0.5750	0.2200	2.1000	0.0770	12	65	0.9967	3.2900	0.5100	9.2000	51	Red
6.2000	0.6300	0.3100	1.7000	0.0880	15	64	0.9969	3.4600	0.7900	9.3000	51	Red
8	0.7100	0	2.6000	0.0800	11	34	0.9976	3.4400	0.5300	9.5000	51	Red
5.6000	0.5000	0.0900	2.3000	0.0490	17	99	0.9937	3.6300	0.6300	13	51	Red
7.8000	0.5600	0.1900	2	0.0810	17	108	0.9962	3.3200	0.5400	9.5000	51	Red
6.3000	0.3900	0.0800	1.7000	0.0660	3	20	0.9954	3.3400	0.5800	9.4000	51	Red
8.8000	0.6100	0.1400	2.4000	0.0670	10	42	0.9969	3.1900	0.5900	9.5000	51	Red
8.2000	0.5000	0.3500	2.9000	0.0770	21	127	0.9976	3.2300	0.6200	9.4000	51	Red
7.3000	0.5800	0.3000	2.4000	0.0740	15	55	0.9968	3.4600	0.5900	10.2000	51	Red
6.8000	0.5000	0.1100	1.5000	0.0750	16	49	0.9954	3.3600	0.7900	9.5000	51	Red
8.2000	0.6000	0.1700	2.3000	0.0720	11	73	0.9963	3.2000	0.4500	9.3000	51	Red
11.1000	0.3500	0.4800	3.1000	0.0900	5	21	0.9986	3.1700	0.5300	10.5000	51	Red
7.9000	0.3300	0.2300	1.7000	0.0770	18	45	0.9962	3.2900	0.6500	9.3000	51	Red
7.5000	0.6500	0.1800	7	0.0880	27	94	0.9991	3.3800	0.7700	9.4000	51	Red
7.6000	0.5200	0.1200	3	0.0670	12	53	0.9971	3.3600	0.5700	9.1000	51	Red
9.9000	0.5900	0.0700	3.4000	0.1020	32	71	1.0002	3.3100	0.7100	9.8000	51	Red
10.6000	0.8300	0.3700	2.6000	0.0860	26	70	0.9981	3.1600	0.5200	9.9000	51	Red
7.2000	0.6500	0.0200	2.3000	0.0940	5	31	0.9993	3.6700	0.8000	9.7000	51	Red
7.4000	0.6700	0.1200	1.6000	0.1860	5	21	0.9960	3.3900	0.5400	9.5000	51	Red
9.3000	0.6100	0.2600	3.4000	0.0900	25	87	0.9998	3.2400	0.6200	9.7000	51	Red
8.2000	0.7000	0.2300	2	0.0990	14	81	0.9973	3.1900	0.7000	9.4000	51	Red
7.7000	0.6900	0.0500	2.7000	0.0750	15	27	0.9974	3.2600	0.6100	9.1000	51	Red
9.3000	0.4000	0.4900	2.5000	0.0850	38	142	0.9978	3.2200	0.5500	9.4000	51	Red
9.9000	0.6300	0.2400	2.4000	0.0770	6	33	0.9974	3.0900	0.5700	9.4000	51	Red
7.3000	0.7300	0.2400	1.9000	0.1080	18	102	0.9967	3.2600	0.5900	9.3000	51	Red
9.6000	0.6000	0.5000	2.3000	0.0790	28	71	0.9997	3.5000	0.5700	9.7000	51	Red
11.3000	0.3700	0.4100	2.3000	0.0880	6	16	0.9988	3.0900	0.8000	9.3000	51	Red
10.8000	0.2600	0.4500	3.3000	0.0600	20	49	0.9972	3.1300	0.5400	9.6000	51	Red
7	0.7800	0.0800	2	0.0930	10	19	0.9956	3.4000	0.4700	10	51	Red
10.6000	1.0250	0.4300	2.8000	0.0800	21	84	0.9985	3.0600	0.5700	10.1000	51	Red
7	0.4500	0.3400	2.7000	0.0820	16	72	0.9980	3.5500	0.6000	9.5000	51	Red
7.7000	0.9650	0.1000	2.1000	0.1120	11	22	0.9963	3.2600	0.5000	9.5000	51	Red
9	0.6900	0	2.4000	0.0880	19	38	0.9990	3.3500	0.6000	9.3000	51	Red
11.6000	0.4100	0.5800	2.8000	0.0960	25	101	1.0002	3.1300	0.5300	10	51	Red
7.6000	0.5400	0.1300	2.5000	0.0970	24	66	0.9979	3.3900	0.6100	9.4000	51	Red
8.3000	0.6500	0.1000	2.9000	0.0890	17	40	0.9980	3.2900	0.5500	9.5000	51	Red
9	0.5800	0.2500	2.8000	0.0750	9	104	0.9978	3.2300	0.5700	9.7000	51	Red
7.1000	0.5200	0.0300	2.6000	0.0760	21	92	0.9974	3.5000	0.6000	9.8000	51	Red
6.5000	0.4600	0.1400	2.4000	0.1140	9	37	0.9973	3.6600	0.6500	9.8000	51	Red
7.2000	0.6100	0.0800	4	0.0820	26	108	0.9964	3.2500	0.5100	9.4000	51	Red
7.3000	0.4900	0.1000	2.6000	0.0680	4	14	0.9956	3.3000	0.4700	10.5000	51	Red
6.7000	0.5400	0.1300	2	0.0760	15	36	0.9973	3.6100	0.6400	9.8000	51	Red
9.3000	0.4300	0.4400	1.9000	0.0850	9	22	0.9971	3.2800	0.5500	9.5000	51	Red
7.2000	0.6200	0.0600	2.7000	0.0770	15	85	0.9975	3.5100	0.5400	9.5000	51	Red
10.7000	0.9000	0.3400	6.6000	0.1120	23	99	1.0029	3.2200	0.6800	9.3000	51	Red
9.6000	0.4100	0.3700	2.3000	0.0910	10	23	0.9979	3.2400	0.5600	10.5000	51	Red
12.2000	0.4500	0.4900	1.4000	0.0750	3	6	0.9969	3.1300	0.6300	10.4000	51	Red
7.1000	0.3600	0.3000	1.6000	0.0800	35	70	0.9969	3.4400	0.5000	9.4000	51	Red
7.1000	0.4300	0.1700	1.8000	0.0820	27	51	0.9963	3.4900	0.6400	10.4000	51	Red
7.5000	0.7700	0.2000	8.1000	0.0980	30	92	0.9989	3.2000	0.5800	9.2000	51	Red
10.2000	0.4100	0.4300	2.2000	0.1100	11	37	0.9973	3.1600	0.6700	10.8000	51	Red
9.8000	0.3900	0.4300	1.6500	0.0680	5	11	0.9948	3.1900	0.4600	11.4000	51	Red
6.5000	0.8850	0	2.3000	0.1660	6	12	0.9955	3.5600	0.5100	10.8000	51	Red
9.9000	0.7400	0.1900	5.8000	0.1110	33	76	0.9988	3.1400	0.5500	9.4000	51	Red
9.2000	0.4600	0.2300	2.6000	0.0910	18	77	0.9992	3.1500	0.5100	9.4000	51	Red
8.3000	0.5600	0.2200	2.4000	0.0820	10	86	0.9983	3.3700	0.6200	9.5000	51	Red
