'wMotor_mean'	'wMotor_std'	'wMotor_fftPeakIdx'	'wMotor_skewness'	'wMotor_kurtosis'	'wMotor_peak2peak'	'wMotor_peak2rms'	'wMotor_rms'	'wMotor_mad'	'wMotor_csRange'	'wMotor_pLow'	'wMotor_pMid'	'wMotor_pHigh'	'wMotor_pKur'	'iMotor_mean'	'iMotor_std'	'iMotor_fftPeakIdx'	'iMotor_skewness'	'iMotor_kurtosis'	'iMotor_peak2peak'	'iMotor_peak2rms'	'iMotor_rms'	'iMotor_mad'	'iMotor_csRange'	'iMotor_pLow'	'iMotor_pMid'	'iMotor_pHigh'	'iMotor_pKur'	'qIn_mean'	'qIn_std'	'qIn_fftPeakIdx'	'qIn_skewness'	'qIn_kurtosis'	'qIn_peak2peak'	'qIn_peak2rms'	'qIn_rms'	'qIn_mad'	'qIn_csRange'	'qIn_pLow'	'qIn_pMid'	'qIn_pHigh'	'qIn_pKur'	'pIn_mean'	'pIn_std'	'pIn_fftPeakIdx'	'pIn_skewness'	'pIn_kurtosis'	'pIn_peak2peak'	'pIn_peak2rms'	'pIn_rms'	'pIn_mad'	'pIn_csRange'	'pIn_pLow'	'pIn_pMid'	'pIn_pHigh'	'pIn_pKur'	'qOut_mean'	'qOut_std'	'qOut_fftPeakIdx'	'qOut_skewness'	'qOut_kurtosis'	'qOut_peak2peak'	'qOut_peak2rms'	'qOut_rms'	'qOut_mad'	'qOut_csRange'	'qOut_pLow'	'qOut_pMid'	'qOut_pHigh'	'qOut_pKur'	'pOut_mean'	'pOut_std'	'pOut_fftPeakIdx'	'pOut_skewness'	'pOut_kurtosis'	'pOut_peak2peak'	'pOut_peak2rms'	'pOut_rms'	'pOut_mad'	'pOut_csRange'	'pOut_pLow'	'pOut_pMid'	'pOut_pHigh'	'pOut_pKur'	'faultCode'
534.3122	6.6221	738	0.0915	2.1987	36.4073	1.0337	534.3532	5.5975	7.4751e+05	7.2076	30.5561	93.0020	2.1857	23.3039	0.2675	738	0.1354	1.9592	1.2547	1.0272	23.3054	0.2309	3.2602e+04	0.0118	0.0589	0.0968	1.8446	21.6769	1.8762	776	-0.8142	3.4053	10.9622	1.2053	21.7579	1.4742	3.0325e+04	0.5249	26.3455	10.3206	1.2701	-0.0904	0.0117	738	0.1421	2.9804	0.0794	1.4074	0.0912	0.0093	126.4701	0.0001	0.0005	0.0010	1.8131	21.6797	1.8633	776	-0.5357	2.7626	11.5773	1.2113	21.7596	1.5150	3.0329e+04	1.1452	26.7073	11.5234	1.2701	7.1202	0.0147	776	-0.3331	2.8290	0.0864	1.0055	7.1202	0.0120	9.9612e+03	0	0.0017	0.0011	0.0763	110
661.1649	6.0379	747	0.2060	2.3738	35.7944	1.0288	661.1925	5.0485	9.2497e+05	18.8202	11.5320	96.9801	0.3590	28.8651	0.2478	655	0.1647	2.0870	1.1417	1.0211	28.8662	0.2098	4.0382e+04	0.0426	0.0079	0.0788	2.9621	26.8003	3.7817	732	1.2216	5.1312	21.2937	1.4921	27.0657	2.7396	3.7492e+04	59.3274	22.1748	21.1132	2.2395	-0.1118	0.0174	732	-0.6663	3.7615	0.1174	1.6495	0.1131	0.0133	156.3831	0.0010	0.0006	0.0009	1.2701	26.8446	2.1826	747	-0.6061	2.8148	11.7166	1.1773	26.9331	1.7710	3.7554e+04	0.3230	1.0987	14.4098	2.1857	7.1569	0.0173	747	-0.4504	2.7407	0.0993	1.0057	7.1569	0.0140	1.0012e+04	0.0001	0.0001	0.0011	0.0763	110
510.5077	6.5474	665	0.1162	2.2131	37.1364	1.0363	510.5497	5.5408	7.1419e+05	4.6738	45.2300	82.2780	2.9621	22.2654	0.2688	737	0.1707	1.9308	1.2117	1.0275	22.2671	0.2316	3.1149e+04	0.0086	0.0893	0.0875	0.0718	20.6249	1.8472	737	-0.7232	3.4029	12.4924	1.2751	20.7073	1.4340	2.8852e+04	0.2402	27.5477	13.2644	2.2081	-0.0865	0.0119	737	0.0866	2.9223	0.0872	1.4181	0.0873	0.0095	120.9911	0	0.0005	0.0010	2.2440	20.6196	1.7895	737	-0.4208	2.8563	11.2502	1.2903	20.6971	1.4364	2.8845e+04	0.3349	28.2215	12.6280	1.4092	7.1138	0.0141	737	-0.1973	2.7238	0.0892	1.0058	7.1139	0.0114	9.9522e+03	0	0.0012	0.0009	0.0763	110
809.8741	5.9609	758	0.0681	2.3723	33.7387	1.0190	809.8960	4.9705	1.1330e+06	6.2278	545.8135	90.0322	0.0718	35.3427	0.2425	758	0.0318	2.2585	1.3122	1.0171	35.3435	0.2035	4.9445e+04	0.0082	1.0190	0.0854	0.0718	32.8913	4.9234	739	1.1718	4.7362	27.4017	1.5210	33.2575	3.4391	4.6015e+04	153.0042	137.6069	39.7931	1.0637	-0.1382	0.0214	739	-0.8030	4.1759	0.1377	1.5726	0.1398	0.0161	193.2874	0.0030	0.0026	0.0012	0.3770	32.9023	2.5627	758	-0.7302	2.9065	13.5281	1.1683	33.0019	2.0825	4.6030e+04	0.3961	72.3413	18.6816	2.9127	7.2026	0.0210	758	-0.5974	2.8224	0.1222	1.0074	7.2026	0.0170	1.0076e+04	0	0.0040	0.0013	0.0763	110
704.4972	6.0752	750	0.1589	2.2347	30.8589	1.0214	704.5234	5.1308	9.8559e+05	16.5287	10.9060	84.1713	0.0673	30.7391	0.2436	750	0.1435	2.0820	1.3043	1.0220	30.7401	0.2081	4.3004e+04	0.0312	0.0135	0.1330	2.9486	28.5459	4.3570	734	1.2348	4.9454	24.6261	1.5554	28.8762	3.1444	3.9937e+04	92.4155	26.8678	29.2057	2.1497	-0.1190	0.0194	668	-0.8195	4.1842	0.1268	1.6336	0.1206	0.0148	166.4574	0.0017	0.0006	0.0010	2.9621	28.5476	2.2830	750	-0.6695	2.8465	12.0848	1.1668	28.6387	1.8553	3.9938e+04	0.8225	1.5495	16.2906	1.9568	7.1702	0.0183	652	-0.5293	2.8440	0.1108	1.0069	7.1702	0.0148	1.0031e+04	0	0.0001	0.0011	0.0763	110
593.6275	6.0980	743	0.1241	2.1250	30.5261	1.0272	593.6588	5.2017	8.3048e+05	5.8817	33.9839	132.0461	0.0718	25.9022	0.2608	743	0.1397	2.0092	1.2388	1.0229	25.9035	0.2236	3.6237e+04	0.0121	0.0590	0.0969	0.0718	24.0929	2.0311	784	-0.9082	3.5339	11.3163	1.1857	24.1783	1.5796	3.3709e+04	0.3440	28.4970	11.5258	0.0987	-0.1010	0.0118	784	0.2848	2.9761	0.0720	1.3130	0.1016	0.0094	141.2261	0.0001	0.0004	0.0009	1.8535	24.0941	1.9864	784	-0.5843	2.8299	11.4173	1.2027	24.1758	1.6095	3.3710e+04	0.2227	29.5688	11.9465	1.0457	7.1365	0.0157	743	-0.3359	2.7558	0.0920	1.0055	7.1365	0.0127	9.9840e+03	0.0001	0.0017	0.0011	0.0763	110
661.9369	5.9455	747	0.0739	2.3916	34.1729	1.0249	661.9635	4.9306	9.2605e+05	34.9186	10.4321	94.9997	0.0673	28.8770	0.2438	747	0.1436	2.1173	1.2109	1.0206	28.8780	0.2076	4.0399e+04	0.0380	0.0278	0.0882	0.8752	26.8284	3.2126	732	0.9044	4.5117	21.6106	1.5072	27.0200	2.4175	3.7533e+04	31.4832	22.9913	21.1044	2.9441	-0.1120	0.0157	732	-0.4488	3.3925	0.1027	1.5362	0.1131	0.0123	156.6487	0.0006	0.0004	0.0009	0.9470	26.8680	2.1868	747	-0.6254	2.8679	12.3348	1.2039	26.9568	1.7585	3.7589e+04	0.5416	1.4059	18.2454	2.6793	7.1569	0.0174	747	-0.4162	2.7413	0.1011	1.0064	7.1569	0.0140	1.0013e+04	0	0.0001	0.0011	0.0763	110
509.9348	6.6091	737	0.0993	2.2612	37.9377	1.0359	509.9776	5.5533	7.1339e+05	16.2972	73.6987	89.8145	0.8752	22.2526	0.2718	737	0.1944	1.9686	1.2946	1.0326	22.2542	0.2331	3.1131e+04	0.0068	0.0669	0.0926	0.0673	20.7233	1.8475	737	-0.7860	3.4233	10.7244	1.1833	20.8055	1.4532	2.8989e+04	0.8149	31.8588	13.3040	1.7279	-0.0864	0.0116	737	0.1886	3.0508	0.0885	1.4079	0.0872	0.0093	120.8274	0	0.0004	0.0013	2.9486	20.7202	1.7954	737	-0.4884	2.8132	9.9581	1.1922	20.7978	1.4546	2.8985e+04	1.0356	32.1626	13.1373	1.9657	7.1138	0.0140	737	-0.3106	2.7574	0.0806	1.0050	7.1138	0.0113	9.9522e+03	0	0.0016	0.0015	0.0763	110
626.3328	6.0932	745	0.1081	2.1817	33.6735	1.0270	626.3624	5.1487	8.7625e+05	6.7724	9.5877	88.4964	0.0718	27.3291	0.2523	745	0.0989	2.0214	1.1330	1.0200	27.3302	0.2154	3.8234e+04	0.0294	0.0153	0.1050	0.0673	25.3725	2.0334	745	-1.0138	3.8754	12.3840	1.1814	25.4538	1.5700	3.5494e+04	1.5525	4.8127	14.1558	0.8707	-0.1059	0.0122	745	0.0715	2.9990	0.0788	1.3611	0.1066	0.0097	148.1634	0.0001	0.0001	0.0010	1.7234	25.3776	2.0882	745	-0.6657	2.8590	11.6771	1.1801	25.4633	1.7031	3.5502e+04	1.2299	2.8492	14.2086	0.8707	7.1464	0.0163	745	-0.3806	2.6191	0.0911	1.0060	7.1464	0.0132	9.9978e+03	0.0001	0.0001	0.0013	0.0763	110
625.3757	6.1867	745	0.0769	2.2890	31.4323	1.0255	625.4062	5.1624	8.7491e+05	27.4349	15.3716	104.0554	0.0673	27.2882	0.2542	745	0.1306	2.0287	1.3279	1.0248	27.2893	0.2181	3.8176e+04	0.0210	0.0132	0.1113	0.0673	25.3512	1.9440	745	-0.9849	4.3735	12.8566	1.1615	25.4255	1.4826	3.5464e+04	5.5523	10.0590	14.5289	2.3382	-0.1062	0.0115	745	0.0877	3.2641	0.0820	1.4034	0.1068	0.0092	148.5399	0.0002	0.0004	0.0009	0.8707	25.3697	2.0871	745	-0.6439	2.8705	12.0224	1.1614	25.4553	1.7018	3.5490e+04	0.5651	1.0222	15.4205	0.4623	7.1457	0.0165	745	-0.4994	2.7713	0.1004	1.0069	7.1458	0.0134	9.9969e+03	0.0001	0.0003	0.0012	0.0763	110
626.8048	6.1782	745	0.0895	2.2955	35.1942	1.0281	626.8352	5.1737	8.7691e+05	6.0640	12.6812	108.1747	0.0718	27.3518	0.2486	745	0.1807	2.0064	1.2677	1.0238	27.3529	0.2144	3.8266e+04	0.0146	0.0116	0.0736	0.0718	25.4125	2.0482	745	-0.8876	3.6934	12.1651	1.1805	25.4948	1.5940	3.5552e+04	1.2812	1.9567	16.6347	1.9388	-0.1062	0.0123	745	0.2447	2.9714	0.0824	1.3342	0.1069	0.0099	148.6277	0	0.0001	0.0009	0.4668	25.4185	2.0681	745	-0.5397	2.7217	11.8322	1.1872	25.5025	1.6848	3.5561e+04	1.1102	1.7544	15.9798	1.9388	7.1463	0.0161	745	-0.4439	2.8456	0.0941	1.0060	7.1463	0.0129	9.9976e+03	0.0001	0.0001	0.0009	0.0763	110
811.6466	5.9828	758	0.0333	2.5572	36.8731	1.0204	811.6687	4.9403	1.1355e+06	14.4631	501.6963	74.0412	1.5753	35.4038	0.2442	758	0.0592	2.3237	1.4308	1.0178	35.4046	0.2047	4.9530e+04	0.0206	1.0082	0.0758	0.0718	32.9276	2.8387	815	0.7401	4.6489	18.9191	1.3061	33.0497	2.1003	4.6065e+04	20.4593	44.6809	28.7918	2.6434	-0.1376	0.0138	739	-0.3193	3.1577	0.0903	1.3336	0.1383	0.0109	192.4703	0.0004	0.0008	0.0011	1.6965	32.9277	2.6251	758	-0.6757	2.7198	13.7763	1.1555	33.0321	2.1445	4.6064e+04	0.2635	77.6928	20.6931	1.3464	7.2039	0.0215	758	-0.5335	2.5906	0.1064	1.0060	7.2039	0.0175	1.0078e+04	0.0001	0.0053	0.0012	0.0763	100
623.1952	6.2356	745	0.1818	2.3814	33.7881	1.0294	623.2264	5.2094	8.7185e+05	20.9432	10.7255	78.4115	0.0673	27.1973	0.2544	745	0.1651	2.1275	1.3125	1.0233	27.1985	0.2168	3.8049e+04	0.0570	0.0101	0.0876	0.0673	25.3102	3.4542	730	1.0725	4.9612	20.3094	1.4967	25.5446	2.5332	3.5407e+04	49.9943	25.9916	20.0847	2.0779	-0.1055	0.0164	730	-0.5898	3.6068	0.1052	1.5973	0.1068	0.0128	147.5830	0.0008	0.0005	0.0012	2.6389	25.3186	2.1283	745	-0.6281	2.8333	11.4066	1.1804	25.4079	1.7233	3.5419e+04	0.7412	1.1240	11.6942	1.5887	7.1454	0.0164	745	-0.3260	2.6776	0.0929	1.0058	7.1454	0.0133	9.9964e+03	0	0.0001	0.0013	0.0763	110
905.4740	9.6040	702	-0.5913	3.6127	60.5870	1.0257	905.5249	7.4800	1.2668e+06	344.8602	726.1105	83.6915	2.7332	39.5108	0.4149	702	-0.6946	3.7546	2.4573	1.0229	39.5130	0.3199	5.5277e+04	0.6005	1.3971	0.1090	2.6255	35.5158	8.6106	722	-0.1413	2.0931	31.6900	1.3964	36.5440	6.7548	4.9693e+04	1.2574e+03	174.4751	50.5866	2.6210	-0.1483	0.0354	722	0.1912	2.2310	0.1673	1.5096	0.1524	0.0285	207.4427	0.0212	0.0021	0.0009	1.5708	35.6442	4.2276	765	-1.7091	6.8235	26.1929	1.1729	35.8939	3.1449	4.9862e+04	63.4782	179.5117	98.7329	0.8168	7.2283	0.0340	765	-1.3062	5.2209	0.1966	1.0077	7.2283	0.0261	1.0112e+04	0.0044	0.0126	0.0056	0.0718	010
896.5569	8.5809	764	-0.6325	3.7387	58.4167	1.0256	896.5979	6.6422	1.2543e+06	170.9080	572.2490	99.3788	0.0673	39.1180	0.3604	764	-0.6773	3.8144	2.1731	1.0204	39.1196	0.2767	5.4727e+04	0.3520	1.2037	0.0846	0.0673	35.5574	8.0525	722	-0.0143	2.2506	31.2320	1.4180	36.4572	6.1632	4.9750e+04	996.6655	221.6166	50.0210	1.5618	-0.1492	0.0338	722	0.0851	2.3638	0.1591	1.5219	0.1530	0.0269	208.7647	0.0178	0.0038	0.0010	0.8213	35.6203	3.5638	764	-1.2078	4.8150	21.8618	1.1630	35.7980	2.7847	4.9830e+04	33.3656	123.1099	77.8902	1.5349	7.2263	0.0294	764	-0.9682	4.0006	0.1912	1.0083	7.2264	0.0233	1.0110e+04	0.0021	0.0080	0.0050	0.0718	010
626.7272	6.1426	745	0.1060	2.2284	30.7842	1.0237	626.7572	5.1718	8.7680e+05	5.3620	11.0063	78.4323	0.0718	27.3447	0.2428	745	0.1204	1.9701	1.1659	1.0212	27.3457	0.2099	3.8256e+04	0.0180	0.0075	0.0860	0.0718	25.4142	2.0609	745	-0.8835	3.5823	11.9922	1.1763	25.4975	1.5958	3.5552e+04	0.7409	2.0252	14.4842	2.6255	-0.1064	0.0122	745	0.1805	2.9074	0.0742	1.3084	0.1071	0.0097	148.7947	0.0001	0.0001	0.0009	2.7332	25.4202	2.0985	745	-0.5517	2.7417	11.1487	1.1803	25.5066	1.7087	3.5560e+04	0.6284	1.5731	16.1260	0.2468	7.1462	0.0164	745	-0.3889	2.8183	0.0954	1.0052	7.1462	0.0133	9.9975e+03	0.0001	0.0001	0.0011	0.0763	110
706.6515	5.8162	652	0.0863	2.3314	31.3676	1.0225	706.6754	4.8943	9.8860e+05	3.5518	7.4638	86.6009	1.5887	30.8344	0.2395	750	0.1860	2.1305	1.2063	1.0204	30.8353	0.2046	4.3137e+04	0.0281	0.0103	0.0845	0.0673	28.6645	2.0571	800	-0.9381	4.1373	12.7783	1.1545	28.7382	1.5900	4.0100e+04	5.6976	14.3947	15.2617	1.7009	-0.1198	0.0123	800	0.1980	3.0992	0.0798	1.3131	0.1205	0.0097	167.6758	0.0001	0.0001	0.0010	2.6255	28.6629	2.3015	800	-0.6423	2.6764	12.0928	1.1618	28.7551	1.8945	4.0097e+04	0.4218	1.2405	17.0521	2.6120	7.1705	0.0183	800	-0.4955	2.7547	0.1035	1.0058	7.1705	0.0149	1.0031e+04	0.0001	0.0001	0.0013	0.0763	110
509.0933	6.7711	737	0.1709	2.2643	34.8871	1.0358	509.1382	5.6604	7.1221e+05	11.8899	36.1335	83.0605	0.0673	22.2173	0.2756	665	0.1852	2.0237	1.2971	1.0286	22.2190	0.2363	3.1082e+04	0.0143	0.1079	0.1054	2.2485	20.6429	1.8247	665	-0.7668	3.4932	11.2041	1.2168	20.7233	1.4138	2.8878e+04	1.0842	24.3248	11.2089	2.7960	-0.0865	0.0112	737	0.1553	2.9888	0.0747	1.3767	0.0872	0.0090	121.0360	0	0.0005	0.0008	1.5618	20.6411	1.7905	665	-0.4317	2.7193	10.6578	1.2155	20.7185	1.4443	2.8876e+04	0.4349	24.3884	12.2872	1.5843	7.1134	0.0142	737	-0.3530	2.9039	0.0828	1.0051	7.1134	0.0113	9.9516e+03	0	0.0012	0.0008	0.0763	110
813.4439	6.1032	758	-0.0074	2.5577	37.8384	1.0221	813.4668	5.0029	1.1380e+06	25.7232	548.7042	100.4843	2.2485	35.4919	0.2478	758	-0.0429	2.6317	1.5595	1.0204	35.4928	0.2025	4.9654e+04	0.0157	0.9502	0.0987	0.0718	32.7794	6.4161	739	0.7027	3.3978	30.1034	1.5417	33.4010	4.6724	4.5857e+04	436.3058	189.6124	43.9433	2.6748	-0.1374	0.0274	720	-0.5096	3.2294	0.1456	1.5713	0.1401	0.0209	192.2851	0.0075	0.0026	0.0012	1.5887	32.8241	2.6354	758	-0.6685	2.6818	13.4466	1.1560	32.9297	2.1616	4.5919e+04	3.2673	74.3534	20.5790	2.3652	7.2031	0.0216	758	-0.4842	2.5080	0.1126	1.0067	7.2031	0.0178	1.0077e+04	0.0001	0.0046	0.0017	0.0718	110
560.8453	6.4053	740	0.1602	2.3183	31.8514	1.0299	560.8818	5.3542	7.8463e+05	15.8571	44.1560	96.2532	1.8715	24.4732	0.2665	740	0.1572	2.0247	1.2502	1.0263	24.4747	0.2293	3.4238e+04	0.0238	0.0635	0.0934	2.7422	22.7486	1.8573	662	-0.7435	3.5140	11.4824	1.2126	22.8243	1.4447	3.1826e+04	3.8690	29.6272	13.3424	3.1012	-0.0954	0.0114	740	0.0257	2.7743	0.0696	1.3542	0.0961	0.0092	133.4591	0.0001	0.0005	0.0009	1.8984	22.7580	1.9650	740	-0.5170	2.8173	11.4372	1.2248	22.8426	1.5867	3.1838e+04	0.9307	35.4518	14.8593	3.1012	7.1273	0.0154	740	-0.3073	2.9087	0.0967	1.0063	7.1273	0.0123	9.9710e+03	0.0001	0.0015	0.0011	0.0763	110
755.5256	6.0290	754	0.0404	2.2416	31.3256	1.0200	755.5497	5.0623	1.0570e+06	13.0832	10.3892	93.8901	0.0718	32.9634	0.2413	754	0.1029	2.1177	1.2610	1.0209	32.9643	0.2057	4.6116e+04	0.0114	0.0170	0.1018	0.0718	30.6313	2.3448	807	-0.4434	3.7906	15.6148	1.2179	30.7208	1.8125	4.2853e+04	13.0508	17.4557	26.4120	0.5251	-0.1281	0.0132	807	0.0878	3.1033	0.0894	1.3103	0.1288	0.0104	179.2096	0.0003	0.0004	0.0012	2.2485	30.6298	2.4275	754	-0.6918	2.7805	11.9922	1.1573	30.7258	1.9849	4.2851e+04	0.5967	0.8475	18.4987	2.5761	7.1857	0.0195	648	-0.4690	2.7464	0.1108	1.0068	7.1857	0.0158	1.0053e+04	0.0001	0.0001	0.0013	0.0718	110
592.7443	6.1954	742	0.1025	2.2915	32.5108	1.0266	592.7767	5.1903	8.2925e+05	8.8145	42.1536	98.5562	0.0718	25.8659	0.2533	742	0.1256	1.9527	1.2166	1.0254	25.8672	0.2195	3.6186e+04	0.0098	0.0527	0.0929	0.0718	24.0495	2.0139	784	-0.8287	3.3861	11.9775	1.1943	24.1336	1.5714	3.3649e+04	1.4211	30.0592	12.3176	2.7466	-0.1006	0.0123	784	0.1641	2.8757	0.0760	1.3359	0.1014	0.0099	140.7619	0	0.0006	0.0010	2.5761	24.0533	2.0105	784	-0.5302	2.7349	10.5257	1.1916	24.1371	1.6237	3.3653e+04	1.0083	30.5735	13.3533	2.0869	7.1364	0.0158	784	-0.3124	2.7952	0.0845	1.0053	7.1365	0.0127	9.9839e+03	0	0.0014	0.0012	0.0763	110
559.8189	6.6838	740	0.1966	2.2980	34.0086	1.0336	559.8588	5.5949	7.8319e+05	18.9314	35.3756	95.0438	1.3060	24.4253	0.2613	740	0.1909	2.0248	1.2615	1.0291	24.4267	0.2239	3.4171e+04	0.0211	0.0700	0.1171	1.9343	22.6824	2.0301	662	-0.3234	3.2939	13.4681	1.2791	22.7730	1.5968	3.1732e+04	25.2120	27.3588	16.7764	1.6606	-0.0949	0.0126	740	0.0323	3.0379	0.0846	1.4125	0.0957	0.0100	132.7226	0.0004	0.0003	0.0010	2.7422	22.6923	1.9244	740	-0.5221	2.8706	12.6178	1.2465	22.7737	1.5580	3.1745e+04	0.4666	33.4561	14.1736	1.6606	7.1273	0.0149	740	-0.3242	2.9761	0.0879	1.0053	7.1273	0.0119	9.9711e+03	0.0001	0.0019	0.0011	0.0763	110
627.1296	6.1042	745	0.1128	2.2315	30.8562	1.0256	627.1592	5.1222	8.7737e+05	8.8050	5.2709	110.5440	0.0718	27.3669	0.2466	745	0.1559	1.9835	1.1508	1.0210	27.3680	0.2123	3.8287e+04	0.0138	0.0206	0.0791	1.6740	25.4276	2.1003	745	-0.9717	3.6749	11.6544	1.1696	25.5142	1.6258	3.5574e+04	0.5809	1.3474	14.5808	0.0898	-0.1065	0.0123	745	0.1754	2.9699	0.0894	1.3601	0.1072	0.0099	148.9954	0.0001	0.0002	0.0010	1.6561	25.4342	2.0991	745	-0.6191	2.8717	12.1328	1.1785	25.5206	1.6960	3.5584e+04	0.4888	1.2999	13.7996	2.2171	7.1462	0.0166	745	-0.3241	2.8460	0.1044	1.0072	7.1462	0.0133	9.9976e+03	0.0001	0.0002	0.0013	0.0763	110
626.8084	6.0438	745	0.1484	2.2093	30.7262	1.0250	626.8375	5.1069	8.7691e+05	12.5315	20.6377	78.4200	1.6740	27.3456	0.2513	745	0.0862	2.0336	1.3845	1.0254	27.3467	0.2159	3.8257e+04	0.0176	0.0140	0.0911	0.0673	25.3974	2.0658	745	-0.9525	3.7562	12.4367	1.1817	25.4812	1.5889	3.5531e+04	0.5283	1.4589	16.8066	1.9343	-0.1062	0.0123	745	0.1992	3.0581	0.0864	1.4078	0.1069	0.0097	148.5971	0.0001	0.0002	0.0010	1.3060	25.4035	2.0990	745	-0.6156	2.8375	11.1259	1.1887	25.4900	1.6928	3.5539e+04	0.2917	0.6314	18.4126	0.4802	7.1463	0.0164	745	-0.4522	2.8808	0.0953	1.0056	7.1463	0.0132	9.9977e+03	0.0001	0.0001	0.0010	0.0763	110
704.7767	6.1501	750	0.1028	2.3289	31.6531	1.0230	704.8036	5.0994	9.8598e+05	32.1987	12.9456	90.7209	1.0592	30.7529	0.2463	750	0.1496	2.0995	1.1897	1.0210	30.7539	0.2107	4.3023e+04	0.0431	0.0160	0.0960	0.0673	28.6076	3.6980	734	1.0507	4.6088	20.6651	1.4430	28.8454	2.7325	4.0021e+04	57.6525	28.3033	20.9038	1.5035	-0.1197	0.0172	734	-0.6024	3.7785	0.1095	1.5029	0.1209	0.0132	167.4023	0.0011	0.0004	0.0013	1.9343	28.6099	2.2821	750	-0.6405	2.7883	11.9470	1.1673	28.7007	1.8556	4.0022e+04	1.2808	1.9891	15.5164	1.6695	7.1697	0.0188	750	-0.4720	2.6951	0.1026	1.0057	7.1697	0.0154	1.0030e+04	0	0.0001	0.0016	0.0763	110
817.5807	6.3988	758	-0.0872	2.6585	36.8552	1.0220	817.6058	5.2214	1.1438e+06	45.3060	564.8485	101.0165	0.0673	35.6743	0.2631	758	-0.1047	2.6287	1.4760	1.0182	35.6753	0.2149	4.9909e+04	0.0928	1.0871	0.1032	2.2126	32.8234	6.8591	720	0.4886	3.0036	30.2943	1.5197	33.5319	5.0724	4.5919e+04	600.7525	169.7273	42.6251	1.9972	-0.1371	0.0290	720	-0.3884	3.0374	0.1613	1.6019	0.1402	0.0223	191.8799	0.0115	0.0032	0.0009	1.6740	32.8617	2.7993	758	-0.6582	2.6410	15.7094	1.1861	32.9806	2.3184	4.5973e+04	7.7250	67.3613	31.7179	0.2109	7.2039	0.0221	758	-0.4931	2.5279	0.1184	1.0064	7.2039	0.0181	1.0078e+04	0.0006	0.0045	0.0017	0.0718	110
705.7155	6.0691	750	0.1363	2.2442	30.7516	1.0218	705.7415	5.0689	9.8729e+05	23.1043	23.3207	105.0120	2.2126	30.7925	0.2408	750	0.1543	2.1393	1.2389	1.0215	30.7935	0.2052	4.3079e+04	0.0221	0.0074	0.0912	1.5663	28.6222	2.6499	800	0.3006	3.9475	17.4519	1.3260	28.7445	2.0339	4.0041e+04	16.6055	24.4264	23.6059	2.6120	-0.1199	0.0141	800	-0.1348	3.1721	0.0916	1.4057	0.1207	0.0112	167.7382	0.0006	0.0007	0.0011	1.0592	28.6229	2.3232	800	-0.6933	2.9182	13.2843	1.1808	28.7169	1.8833	4.0041e+04	0.9683	1.7660	16.5281	2.0914	7.1699	0.0184	800	-0.4257	2.7169	0.1074	1.0071	7.1700	0.0149	1.0031e+04	0.0001	0.0001	0.0012	0.0763	110
664.2715	6.1501	748	0.1554	2.2942	33.0777	1.0258	664.2999	5.1436	9.2933e+05	10.1280	7.4616	90.7691	1.5663	28.9883	0.2490	747	0.1532	2.0699	1.2658	1.0243	28.9893	0.2117	4.0555e+04	0.0165	0.0108	0.1175	0.0718	26.9299	2.0978	794	-0.9412	3.7616	12.7545	1.1692	27.0114	1.6312	3.7675e+04	2.1547	6.2431	13.5444	2.2126	-0.1128	0.0121	794	0.1329	2.9898	0.0774	1.3119	0.1134	0.0097	157.7498	0.0001	0.0002	0.0010	0.7315	26.9333	2.2705	794	-0.6160	2.6646	12.4137	1.1791	27.0288	1.8700	3.7680e+04	0.9336	2.4477	14.1536	2.2126	7.1573	0.0172	794	-0.4607	2.8476	0.0972	1.0061	7.1573	0.0139	1.0013e+04	0.0001	0.0002	0.0013	0.0763	110
625.9454	6.1848	745	0.1073	2.3197	33.4849	1.0276	625.9760	5.1772	8.7571e+05	15.8435	10.5205	119.4064	0.0718	27.3117	0.2503	745	0.1646	2.0645	1.1592	1.0228	27.3129	0.2137	3.8210e+04	0.0294	0.0080	0.1014	0.0673	25.3565	1.9581	745	-0.9649	4.2330	13.1588	1.1641	25.4319	1.4820	3.5475e+04	2.3677	2.5576	13.9343	1.5484	-0.1062	0.0121	745	0.0603	2.9868	0.0849	1.3944	0.1069	0.0096	148.5254	0.0001	0.0003	0.0011	2.2126	25.3658	2.0722	745	-0.5785	2.8199	10.6088	1.1658	25.4503	1.6728	3.5488e+04	0.3153	0.7840	13.4375	2.3697	7.1459	0.0169	745	-0.3639	2.7396	0.1043	1.0061	7.1460	0.0138	9.9972e+03	0.0001	0.0002	0.0011	0.0763	110
511.4031	6.6381	737	0.1897	2.2224	32.6447	1.0333	511.4462	5.5655	7.1545e+05	4.6769	56.3143	98.9343	0.0718	22.3079	0.2731	737	0.1362	1.9276	1.2091	1.0277	22.3096	0.2358	3.1209e+04	0.0097	0.0957	0.0996	0.0718	20.7606	1.9228	737	-0.7804	3.3172	10.9560	1.2042	20.8494	1.5288	2.9044e+04	0.6679	30.6651	15.0067	0.3860	-0.0868	0.0123	737	0.2209	2.9558	0.0808	1.4024	0.0877	0.0099	121.4684	0	0.0004	0.0009	1.5663	20.7607	1.8401	737	-0.4777	2.7198	10.5547	1.2125	20.8421	1.5106	2.9044e+04	0.6283	31.4825	15.2834	1.7503	7.1138	0.0135	737	-0.1972	2.8324	0.0832	1.0055	7.1138	0.0109	9.9522e+03	0	0.0013	0.0012	0.0763	110
